subject_id	population	superpopulation	country_of_recruitment
HG04134	BEB	SAS	Bangladesh
HG04140	BEB	SAS	Bangladesh
HG04141	BEB	SAS	Bangladesh
HG04144	BEB	SAS	Bangladesh
HG04146	BEB	SAS	Bangladesh
HG04152	BEB	SAS	Bangladesh
HG04153	BEB	SAS	Bangladesh
HG04155	BEB	SAS	Bangladesh
HG04156	BEB	SAS	Bangladesh
HG04158	BEB	SAS	Bangladesh
HG04159	BEB	SAS	Bangladesh
HG04161	BEB	SAS	Bangladesh
HG04162	BEB	SAS	Bangladesh
HG04164	BEB	SAS	Bangladesh
HG04171	BEB	SAS	Bangladesh
HG04173	BEB	SAS	Bangladesh
HG04176	BEB	SAS	Bangladesh
HG04177	BEB	SAS	Bangladesh
HG04180	BEB	SAS	Bangladesh
HG04182	BEB	SAS	Bangladesh
HG04183	BEB	SAS	Bangladesh
HG04185	BEB	SAS	Bangladesh
HG04186	BEB	SAS	Bangladesh
HG04188	BEB	SAS	Bangladesh
HG04189	BEB	SAS	Bangladesh
HG04194	BEB	SAS	Bangladesh
HG04195	BEB	SAS	Bangladesh
HG04198	ITU	SAS	UK
HG04200	ITU	SAS	UK
HG04202	ITU	SAS	UK
HG04206	ITU	SAS	UK
HG04209	ITU	SAS	UK
HG04210	STU	SAS	UK
HG04211	ITU	SAS	UK
HG04212	ITU	SAS	UK
HG04214	ITU	SAS	UK
HG04216	ITU	SAS	UK
HG04219	ITU	SAS	UK
HG04222	ITU	SAS	UK
HG04225	ITU	SAS	UK
HG04227	STU	SAS	UK
HG04229	STU	SAS	UK
HG04235	ITU	SAS	UK
HG04238	ITU	SAS	UK
HG04239	ITU	SAS	UK
NA06984	CEU	EUR	USA
NA06985	CEU	EUR	USA
NA06986	CEU	EUR	USA
NA06989	CEU	EUR	USA
NA06994	CEU	EUR	USA
NA07000	CEU	EUR	USA
NA07037	CEU	EUR	USA
NA07048	CEU	EUR	USA
NA07051	CEU	EUR	USA
NA07056	CEU	EUR	USA
NA07347	CEU	EUR	USA
NA07357	CEU	EUR	USA
NA10847	CEU	EUR	USA
NA10851	CEU	EUR	USA
NA11829	CEU	EUR	USA
NA11830	CEU	EUR	USA
NA11831	CEU	EUR	USA
NA11832	CEU	EUR	USA
NA11840	CEU	EUR	USA
NA11843	CEU	EUR	USA
NA11881	CEU	EUR	USA
NA11892	CEU	EUR	USA
NA11893	CEU	EUR	USA
NA11894	CEU	EUR	USA
NA11918	CEU	EUR	USA
NA11919	CEU	EUR	USA
NA11920	CEU	EUR	USA
NA11930	CEU	EUR	USA
NA11931	CEU	EUR	USA
NA11932	CEU	EUR	USA
NA11933	CEU	EUR	USA
NA11992	CEU	EUR	USA
NA11994	CEU	EUR	USA
NA11995	CEU	EUR	USA
NA12003	CEU	EUR	USA
NA12004	CEU	EUR	USA
NA12005	CEU	EUR	USA
NA12006	CEU	EUR	USA
NA12043	CEU	EUR	USA
NA12044	CEU	EUR	USA
NA12045	CEU	EUR	USA
NA12046	CEU	EUR	USA
NA12058	CEU	EUR	USA
NA12144	CEU	EUR	USA
NA12154	CEU	EUR	USA
NA12155	CEU	EUR	USA
NA12156	CEU	EUR	USA
NA12234	CEU	EUR	USA
NA12249	CEU	EUR	USA
NA12272	CEU	EUR	USA
NA12273	CEU	EUR	USA
NA12275	CEU	EUR	USA
NA12282	CEU	EUR	USA
NA12283	CEU	EUR	USA
NA12286	CEU	EUR	USA
NA12287	CEU	EUR	USA
NA12340	CEU	EUR	USA
NA12341	CEU	EUR	USA
NA12342	CEU	EUR	USA
NA12347	CEU	EUR	USA
NA12348	CEU	EUR	USA
NA12383	CEU	EUR	USA
NA12399	CEU	EUR	USA
NA12400	CEU	EUR	USA
NA12413	CEU	EUR	USA
NA12414	CEU	EUR	USA
NA12489	CEU	EUR	USA
NA12546	CEU	EUR	USA
NA12716	CEU	EUR	USA
NA12717	CEU	EUR	USA
NA12718	CEU	EUR	USA
NA12748	CEU	EUR	USA
NA12749	CEU	EUR	USA
NA12750	CEU	EUR	USA
NA12751	CEU	EUR	USA
NA12760	CEU	EUR	USA
NA12761	CEU	EUR	USA
NA12762	CEU	EUR	USA
NA12763	CEU	EUR	USA
NA12775	CEU	EUR	USA
NA12776	CEU	EUR	USA
NA12777	CEU	EUR	USA
NA12778	CEU	EUR	USA
NA12812	CEU	EUR	USA
NA12813	CEU	EUR	USA
NA12814	CEU	EUR	USA
NA12815	CEU	EUR	USA
NA12827	CEU	EUR	USA
NA12828	CEU	EUR	USA
NA12829	CEU	EUR	USA
NA12830	CEU	EUR	USA
NA12842	CEU	EUR	USA
NA12843	CEU	EUR	USA
NA12872	CEU	EUR	USA
NA12873	CEU	EUR	USA
NA12874	CEU	EUR	USA
NA12878	CEU	EUR	USA
NA12889	CEU	EUR	USA
NA12890	CEU	EUR	USA
NA18486	YRI	AFR	Nigeria
NA18488	YRI	AFR	Nigeria
NA18489	YRI	AFR	Nigeria
NA18498	YRI	AFR	Nigeria
NA18499	YRI	AFR	Nigeria
NA18501	YRI	AFR	Nigeria
NA18502	YRI	AFR	Nigeria
NA18504	YRI	AFR	Nigeria
NA18505	YRI	AFR	Nigeria
NA18507	YRI	AFR	Nigeria
NA18508	YRI	AFR	Nigeria
NA18510	YRI	AFR	Nigeria
NA18511	YRI	AFR	Nigeria
NA18516	YRI	AFR	Nigeria
NA18517	YRI	AFR	Nigeria
NA18519	YRI	AFR	Nigeria
NA18520	YRI	AFR	Nigeria
NA18522	YRI	AFR	Nigeria
NA18523	YRI	AFR	Nigeria
NA18525	CHB	EAS	China
NA18526	CHB	EAS	China
NA18528	CHB	EAS	China
NA18530	CHB	EAS	China
NA18531	CHB	EAS	China
NA18532	CHB	EAS	China
NA18533	CHB	EAS	China
NA18534	CHB	EAS	China
NA18535	CHB	EAS	China
NA18536	CHB	EAS	China
NA18537	CHB	EAS	China
NA18538	CHB	EAS	China
NA18539	CHB	EAS	China
NA18541	CHB	EAS	China
NA18542	CHB	EAS	China
NA18543	CHB	EAS	China
NA18544	CHB	EAS	China
NA18545	CHB	EAS	China
NA18546	CHB	EAS	China
NA18547	CHB	EAS	China
NA18548	CHB	EAS	China
NA18549	CHB	EAS	China
NA18550	CHB	EAS	China
NA18552	CHB	EAS	China
NA18553	CHB	EAS	China
NA18555	CHB	EAS	China
NA18557	CHB	EAS	China
NA18558	CHB	EAS	China
NA18559	CHB	EAS	China
NA18560	CHB	EAS	China
NA18561	CHB	EAS	China
NA18562	CHB	EAS	China
NA18563	CHB	EAS	China
NA18564	CHB	EAS	China
NA18565	CHB	EAS	China
NA18566	CHB	EAS	China
NA18567	CHB	EAS	China
NA18570	CHB	EAS	China
NA18571	CHB	EAS	China
NA18572	CHB	EAS	China
NA18573	CHB	EAS	China
NA18574	CHB	EAS	China
NA18577	CHB	EAS	China
NA18579	CHB	EAS	China
NA18582	CHB	EAS	China
NA18591	CHB	EAS	China
NA18592	CHB	EAS	China
NA18593	CHB	EAS	China
NA18595	CHB	EAS	China
NA18596	CHB	EAS	China
NA18597	CHB	EAS	China
NA18599	CHB	EAS	China
NA18602	CHB	EAS	China
NA18603	CHB	EAS	China
NA18605	CHB	EAS	China
NA18606	CHB	EAS	China
NA18608	CHB	EAS	China
NA18609	CHB	EAS	China
NA18610	CHB	EAS	China
NA18611	CHB	EAS	China
NA18612	CHB	EAS	China
NA18613	CHB	EAS	China
NA18614	CHB	EAS	China
NA18615	CHB	EAS	China
NA18616	CHB	EAS	China
NA18617	CHB	EAS	China
NA18618	CHB	EAS	China
NA18619	CHB	EAS	China
NA18620	CHB	EAS	China
NA18621	CHB	EAS	China
NA18622	CHB	EAS	China
NA18623	CHB	EAS	China
NA18624	CHB	EAS	China
NA18625	CHB	EAS	China
NA18626	CHB	EAS	China
NA18627	CHB	EAS	China
NA18628	CHB	EAS	China
NA18629	CHB	EAS	China
NA18630	CHB	EAS	China
NA18631	CHB	EAS	China
NA18632	CHB	EAS	China
NA18633	CHB	EAS	China
NA18634	CHB	EAS	China
NA18635	CHB	EAS	China
NA18636	CHB	EAS	China
NA18637	CHB	EAS	China
NA18638	CHB	EAS	China
NA18639	CHB	EAS	China
NA18640	CHB	EAS	China
NA18641	CHB	EAS	China
NA18642	CHB	EAS	China
NA18643	CHB	EAS	China
NA18644	CHB	EAS	China
NA18645	CHB	EAS	China
NA18646	CHB	EAS	China
NA18647	CHB	EAS	China
NA18648	CHB	EAS	China
NA18740	CHB	EAS	China
NA18745	CHB	EAS	China
NA18747	CHB	EAS	China
NA18748	CHB	EAS	China
NA18749	CHB	EAS	China
NA18757	CHB	EAS	China
NA18853	YRI	AFR	Nigeria
NA18856	YRI	AFR	Nigeria
NA18858	YRI	AFR	Nigeria
NA18861	YRI	AFR	Nigeria
NA18864	YRI	AFR	Nigeria
NA18865	YRI	AFR	Nigeria
NA18867	YRI	AFR	Nigeria
NA18868	YRI	AFR	Nigeria
NA18870	YRI	AFR	Nigeria
NA18871	YRI	AFR	Nigeria
NA18873	YRI	AFR	Nigeria
NA18874	YRI	AFR	Nigeria
NA18876	YRI	AFR	Nigeria
NA18877	YRI	AFR	Nigeria
NA18878	YRI	AFR	Nigeria
NA18879	YRI	AFR	Nigeria
NA18881	YRI	AFR	Nigeria
NA18907	YRI	AFR	Nigeria
NA18908	YRI	AFR	Nigeria
NA18909	YRI	AFR	Nigeria
NA18910	YRI	AFR	Nigeria
NA18912	YRI	AFR	Nigeria
NA18915	YRI	AFR	Nigeria
NA18916	YRI	AFR	Nigeria
NA18917	YRI	AFR	Nigeria
NA18923	YRI	AFR	Nigeria
NA18924	YRI	AFR	Nigeria
NA18933	YRI	AFR	Nigeria
NA18934	YRI	AFR	Nigeria
NA18939	JPT	EAS	Japan
NA18940	JPT	EAS	Japan
NA18941	JPT	EAS	Japan
NA18942	JPT	EAS	Japan
NA18943	JPT	EAS	Japan
NA18944	JPT	EAS	Japan
NA18945	JPT	EAS	Japan
NA18946	JPT	EAS	Japan
NA18947	JPT	EAS	Japan
NA18948	JPT	EAS	Japan
NA18949	JPT	EAS	Japan
NA18950	JPT	EAS	Japan
NA18951	JPT	EAS	Japan
NA18952	JPT	EAS	Japan
NA18953	JPT	EAS	Japan
NA18954	JPT	EAS	Japan
NA18956	JPT	EAS	Japan
NA18957	JPT	EAS	Japan
NA18959	JPT	EAS	Japan
NA18960	JPT	EAS	Japan
NA18961	JPT	EAS	Japan
NA18962	JPT	EAS	Japan
NA18963	JPT	EAS	Japan
NA18964	JPT	EAS	Japan
NA18965	JPT	EAS	Japan
NA18966	JPT	EAS	Japan
NA18967	JPT	EAS	Japan
NA18968	JPT	EAS	Japan
NA18969	JPT	EAS	Japan
NA18970	JPT	EAS	Japan
NA18971	JPT	EAS	Japan
NA18972	JPT	EAS	Japan
NA18973	JPT	EAS	Japan
NA18974	JPT	EAS	Japan
NA18975	JPT	EAS	Japan
NA18976	JPT	EAS	Japan
NA18977	JPT	EAS	Japan
NA18978	JPT	EAS	Japan
NA18979	JPT	EAS	Japan
NA18980	JPT	EAS	Japan
NA18981	JPT	EAS	Japan
NA18982	JPT	EAS	Japan
NA18983	JPT	EAS	Japan
NA18984	JPT	EAS	Japan
NA18985	JPT	EAS	Japan
NA18986	JPT	EAS	Japan
NA18987	JPT	EAS	Japan
NA18988	JPT	EAS	Japan
NA18989	JPT	EAS	Japan
NA18990	JPT	EAS	Japan
NA18991	JPT	EAS	Japan
NA18992	JPT	EAS	Japan
NA18993	JPT	EAS	Japan
NA18994	JPT	EAS	Japan
NA18995	JPT	EAS	Japan
NA18997	JPT	EAS	Japan
NA18998	JPT	EAS	Japan
NA18999	JPT	EAS	Japan
NA19000	JPT	EAS	Japan
NA19001	JPT	EAS	Japan
NA19002	JPT	EAS	Japan
NA19003	JPT	EAS	Japan
NA19004	JPT	EAS	Japan
NA19005	JPT	EAS	Japan
NA19006	JPT	EAS	Japan
NA19007	JPT	EAS	Japan
NA19009	JPT	EAS	Japan
NA19010	JPT	EAS	Japan
NA19011	JPT	EAS	Japan
NA19012	JPT	EAS	Japan
NA19017	LWK	AFR	Kenya
NA19019	LWK	AFR	Kenya
NA19020	LWK	AFR	Kenya
NA19023	LWK	AFR	Kenya
NA19024	LWK	AFR	Kenya
NA19025	LWK	AFR	Kenya
NA19026	LWK	AFR	Kenya
NA19027	LWK	AFR	Kenya
NA19028	LWK	AFR	Kenya
NA19030	LWK	AFR	Kenya
NA19031	LWK	AFR	Kenya
NA19035	LWK	AFR	Kenya
NA19036	LWK	AFR	Kenya
NA19037	LWK	AFR	Kenya
NA19038	LWK	AFR	Kenya
NA19041	LWK	AFR	Kenya
NA19042	LWK	AFR	Kenya
NA19043	LWK	AFR	Kenya
NA19054	JPT	EAS	Japan
NA19055	JPT	EAS	Japan
NA19056	JPT	EAS	Japan
NA19057	JPT	EAS	Japan
NA19058	JPT	EAS	Japan
NA19059	JPT	EAS	Japan
NA19060	JPT	EAS	Japan
NA19062	JPT	EAS	Japan
NA19063	JPT	EAS	Japan
NA19064	JPT	EAS	Japan
NA19065	JPT	EAS	Japan
NA19066	JPT	EAS	Japan
NA19067	JPT	EAS	Japan
NA19068	JPT	EAS	Japan
NA19070	JPT	EAS	Japan
NA19072	JPT	EAS	Japan
NA19074	JPT	EAS	Japan
NA19075	JPT	EAS	Japan
NA19076	JPT	EAS	Japan
NA19077	JPT	EAS	Japan
NA19078	JPT	EAS	Japan
NA19079	JPT	EAS	Japan
NA19080	JPT	EAS	Japan
NA19081	JPT	EAS	Japan
NA19082	JPT	EAS	Japan
NA19083	JPT	EAS	Japan
NA19084	JPT	EAS	Japan
NA19085	JPT	EAS	Japan
NA19086	JPT	EAS	Japan
NA19087	JPT	EAS	Japan
NA19088	JPT	EAS	Japan
NA19089	JPT	EAS	Japan
NA19090	JPT	EAS	Japan
NA19091	JPT	EAS	Japan
NA19092	YRI	AFR	Nigeria
NA19093	YRI	AFR	Nigeria
NA19095	YRI	AFR	Nigeria
NA19096	YRI	AFR	Nigeria
NA19098	YRI	AFR	Nigeria
NA19099	YRI	AFR	Nigeria
NA19102	YRI	AFR	Nigeria
NA19107	YRI	AFR	Nigeria
NA19108	YRI	AFR	Nigeria
NA19113	YRI	AFR	Nigeria
NA19114	YRI	AFR	Nigeria
NA19116	YRI	AFR	Nigeria
NA19117	YRI	AFR	Nigeria
NA19118	YRI	AFR	Nigeria
NA19119	YRI	AFR	Nigeria
NA19121	YRI	AFR	Nigeria
NA19129	YRI	AFR	Nigeria
NA19130	YRI	AFR	Nigeria
NA19131	YRI	AFR	Nigeria
NA19137	YRI	AFR	Nigeria
NA19138	YRI	AFR	Nigeria
NA19141	YRI	AFR	Nigeria
NA19143	YRI	AFR	Nigeria
NA19144	YRI	AFR	Nigeria
NA19146	YRI	AFR	Nigeria
NA19147	YRI	AFR	Nigeria
NA19149	YRI	AFR	Nigeria
NA19152	YRI	AFR	Nigeria
NA19153	YRI	AFR	Nigeria
NA19159	YRI	AFR	Nigeria
NA19160	YRI	AFR	Nigeria
NA19171	YRI	AFR	Nigeria
NA19172	YRI	AFR	Nigeria
NA19175	YRI	AFR	Nigeria
NA19184	YRI	AFR	Nigeria
NA19185	YRI	AFR	Nigeria
NA19189	YRI	AFR	Nigeria
NA19190	YRI	AFR	Nigeria
NA19197	YRI	AFR	Nigeria
NA19198	YRI	AFR	Nigeria
NA19200	YRI	AFR	Nigeria
NA19201	YRI	AFR	Nigeria
NA19204	YRI	AFR	Nigeria
NA19206	YRI	AFR	Nigeria
NA19207	YRI	AFR	Nigeria
NA19209	YRI	AFR	Nigeria
NA19210	YRI	AFR	Nigeria
NA19213	YRI	AFR	Nigeria
NA19214	YRI	AFR	Nigeria
NA19222	YRI	AFR	Nigeria
NA19223	YRI	AFR	Nigeria
NA19225	YRI	AFR	Nigeria
NA19235	YRI	AFR	Nigeria
NA19236	YRI	AFR	Nigeria
NA19238	YRI	AFR	Nigeria
NA19239	YRI	AFR	Nigeria
NA19247	YRI	AFR	Nigeria
NA19248	YRI	AFR	Nigeria
NA19256	YRI	AFR	Nigeria
NA19257	YRI	AFR	Nigeria
NA19307	LWK	AFR	Kenya
NA19308	LWK	AFR	Kenya
NA19309	LWK	AFR	Kenya
NA19310	LWK	AFR	Kenya
NA19312	LWK	AFR	Kenya
NA19314	LWK	AFR	Kenya
NA19315	LWK	AFR	Kenya
NA19316	LWK	AFR	Kenya
NA19317	LWK	AFR	Kenya
NA19318	LWK	AFR	Kenya
NA19319	LWK	AFR	Kenya
NA19320	LWK	AFR	Kenya
NA19321	LWK	AFR	Kenya
NA19323	LWK	AFR	Kenya
NA19324	LWK	AFR	Kenya
NA19327	LWK	AFR	Kenya
NA19328	LWK	AFR	Kenya
NA19331	LWK	AFR	Kenya
NA19332	LWK	AFR	Kenya
NA19334	LWK	AFR	Kenya
NA19338	LWK	AFR	Kenya
NA19346	LWK	AFR	Kenya
NA19347	LWK	AFR	Kenya
NA19350	LWK	AFR	Kenya
NA19351	LWK	AFR	Kenya
NA19355	LWK	AFR	Kenya
NA19360	LWK	AFR	Kenya
NA19372	LWK	AFR	Kenya
NA19374	LWK	AFR	Kenya
NA19375	LWK	AFR	Kenya
NA19376	LWK	AFR	Kenya
NA19377	LWK	AFR	Kenya
NA19378	LWK	AFR	Kenya
NA19379	LWK	AFR	Kenya
NA19380	LWK	AFR	Kenya
NA19383	LWK	AFR	Kenya
NA19384	LWK	AFR	Kenya
NA19385	LWK	AFR	Kenya
NA19390	LWK	AFR	Kenya
NA19391	LWK	AFR	Kenya
NA19393	LWK	AFR	Kenya
NA19394	LWK	AFR	Kenya
NA19395	LWK	AFR	Kenya
NA19397	LWK	AFR	Kenya
NA19399	LWK	AFR	Kenya
NA19401	LWK	AFR	Kenya
NA19403	LWK	AFR	Kenya
NA19404	LWK	AFR	Kenya
NA19428	LWK	AFR	Kenya
NA19429	LWK	AFR	Kenya
NA19430	LWK	AFR	Kenya
NA19431	LWK	AFR	Kenya
NA19434	LWK	AFR	Kenya
NA19435	LWK	AFR	Kenya
NA19436	LWK	AFR	Kenya
NA19437	LWK	AFR	Kenya
NA19438	LWK	AFR	Kenya
NA19439	LWK	AFR	Kenya
NA19440	LWK	AFR	Kenya
NA19443	LWK	AFR	Kenya
NA19445	LWK	AFR	Kenya
NA19446	LWK	AFR	Kenya
NA19448	LWK	AFR	Kenya
NA19449	LWK	AFR	Kenya
NA19451	LWK	AFR	Kenya
NA19452	LWK	AFR	Kenya
NA19454	LWK	AFR	Kenya
NA19455	LWK	AFR	Kenya
NA19456	LWK	AFR	Kenya
NA19457	LWK	AFR	Kenya
NA19461	LWK	AFR	Kenya
NA19462	LWK	AFR	Kenya
NA19463	LWK	AFR	Kenya
NA19466	LWK	AFR	Kenya
NA19467	LWK	AFR	Kenya
NA19468	LWK	AFR	Kenya
NA19471	LWK	AFR	Kenya
NA19472	LWK	AFR	Kenya
NA19473	LWK	AFR	Kenya
NA19474	LWK	AFR	Kenya
NA19475	LWK	AFR	Kenya
NA19625	ASW	AFR	USA
NA19648	MXL	AMR	USA
NA19649	MXL	AMR	USA
NA19651	MXL	AMR	USA
NA19652	MXL	AMR	USA
NA19654	MXL	AMR	USA
NA19655	MXL	AMR	USA
NA19657	MXL	AMR	USA
NA19658	MXL	AMR	USA
NA19661	MXL	AMR	USA
NA19663	MXL	AMR	USA
NA19664	MXL	AMR	USA
NA19669	MXL	AMR	USA
NA19670	MXL	AMR	USA
NA19676	MXL	AMR	USA
NA19678	MXL	AMR	USA
NA19679	MXL	AMR	USA
NA19681	MXL	AMR	USA
NA19682	MXL	AMR	USA
NA19684	MXL	AMR	USA
NA19700	ASW	AFR	USA
NA19701	ASW	AFR	USA
NA19703	ASW	AFR	USA
NA19704	ASW	AFR	USA
NA19707	ASW	AFR	USA
NA19711	ASW	AFR	USA
NA19712	ASW	AFR	USA
NA19713	ASW	AFR	USA
NA19716	MXL	AMR	USA
NA19717	MXL	AMR	USA
NA19719	MXL	AMR	USA
NA19720	MXL	AMR	USA
NA19722	MXL	AMR	USA
NA19723	MXL	AMR	USA
NA19725	MXL	AMR	USA
NA19726	MXL	AMR	USA
NA19728	MXL	AMR	USA
NA19729	MXL	AMR	USA
NA19731	MXL	AMR	USA
NA19732	MXL	AMR	USA
NA19734	MXL	AMR	USA
NA19735	MXL	AMR	USA
NA19740	MXL	AMR	USA
NA19741	MXL	AMR	USA
NA19746	MXL	AMR	USA
NA19747	MXL	AMR	USA
NA19749	MXL	AMR	USA
NA19750	MXL	AMR	USA
NA19752	MXL	AMR	USA
NA19755	MXL	AMR	USA
NA19756	MXL	AMR	USA
NA19758	MXL	AMR	USA
NA19759	MXL	AMR	USA
NA19761	MXL	AMR	USA
NA19762	MXL	AMR	USA
NA19764	MXL	AMR	USA
NA19770	MXL	AMR	USA
NA19771	MXL	AMR	USA
NA19773	MXL	AMR	USA
NA19774	MXL	AMR	USA
NA19776	MXL	AMR	USA
NA19777	MXL	AMR	USA
NA19779	MXL	AMR	USA
NA19780	MXL	AMR	USA
NA19782	MXL	AMR	USA
NA19783	MXL	AMR	USA
NA19785	MXL	AMR	USA
NA19786	MXL	AMR	USA
NA19788	MXL	AMR	USA
NA19789	MXL	AMR	USA
NA19792	MXL	AMR	USA
NA19794	MXL	AMR	USA
NA19795	MXL	AMR	USA
NA19818	ASW	AFR	USA
NA19819	ASW	AFR	USA
NA19834	ASW	AFR	USA
NA19835	ASW	AFR	USA
NA19900	ASW	AFR	USA
NA19901	ASW	AFR	USA
NA19904	ASW	AFR	USA
NA19908	ASW	AFR	USA
NA19909	ASW	AFR	USA
NA19913	ASW	AFR	USA
NA19914	ASW	AFR	USA
NA19916	ASW	AFR	USA
NA19917	ASW	AFR	USA
NA19920	ASW	AFR	USA
NA19921	ASW	AFR	USA
NA19922	ASW	AFR	USA
NA19923	ASW	AFR	USA
NA19982	ASW	AFR	USA
NA19984	ASW	AFR	USA
NA20126	ASW	AFR	USA
NA20127	ASW	AFR	USA
NA20274	ASW	AFR	USA
NA20276	ASW	AFR	USA
NA20278	ASW	AFR	USA
NA20281	ASW	AFR	USA
NA20282	ASW	AFR	USA
NA20287	ASW	AFR	USA
NA20289	ASW	AFR	USA
NA20291	ASW	AFR	USA
NA20294	ASW	AFR	USA
NA20296	ASW	AFR	USA
NA20298	ASW	AFR	USA
NA20299	ASW	AFR	USA
NA20314	ASW	AFR	USA
NA20317	ASW	AFR	USA
NA20318	ASW	AFR	USA
NA20320	ASW	AFR	USA
NA20321	ASW	AFR	USA
NA20332	ASW	AFR	USA
NA20334	ASW	AFR	USA
NA20339	ASW	AFR	USA
NA20340	ASW	AFR	USA
NA20342	ASW	AFR	USA
NA20346	ASW	AFR	USA
NA20348	ASW	AFR	USA
NA20351	ASW	AFR	USA
NA20355	ASW	AFR	USA
NA20356	ASW	AFR	USA
NA20357	ASW	AFR	USA
NA20359	ASW	AFR	USA
NA20362	ASW	AFR	USA
NA20412	ASW	AFR	USA
NA20502	TSI	EUR	Italy
NA20503	TSI	EUR	Italy
NA20504	TSI	EUR	Italy
NA20505	TSI	EUR	Italy
NA20506	TSI	EUR	Italy
NA20507	TSI	EUR	Italy
NA20508	TSI	EUR	Italy
NA20509	TSI	EUR	Italy
NA20510	TSI	EUR	Italy
NA20511	TSI	EUR	Italy
NA20512	TSI	EUR	Italy
NA20513	TSI	EUR	Italy
NA20514	TSI	EUR	Italy
NA20515	TSI	EUR	Italy
NA20516	TSI	EUR	Italy
NA20517	TSI	EUR	Italy
NA20518	TSI	EUR	Italy
NA20519	TSI	EUR	Italy
NA20520	TSI	EUR	Italy
NA20521	TSI	EUR	Italy
NA20522	TSI	EUR	Italy
NA20524	TSI	EUR	Italy
NA20525	TSI	EUR	Italy
NA20527	TSI	EUR	Italy
NA20528	TSI	EUR	Italy
NA20529	TSI	EUR	Italy
NA20530	TSI	EUR	Italy
NA20531	TSI	EUR	Italy
NA20532	TSI	EUR	Italy
NA20533	TSI	EUR	Italy
NA20534	TSI	EUR	Italy
NA20535	TSI	EUR	Italy
NA20536	TSI	EUR	Italy
NA20538	TSI	EUR	Italy
NA20539	TSI	EUR	Italy
NA20540	TSI	EUR	Italy
NA20541	TSI	EUR	Italy
NA20542	TSI	EUR	Italy
NA20543	TSI	EUR	Italy
NA20544	TSI	EUR	Italy
NA20581	TSI	EUR	Italy
NA20582	TSI	EUR	Italy
NA20585	TSI	EUR	Italy
NA20586	TSI	EUR	Italy
NA20587	TSI	EUR	Italy
NA20588	TSI	EUR	Italy
NA20589	TSI	EUR	Italy
NA20752	TSI	EUR	Italy
NA20753	TSI	EUR	Italy
NA20754	TSI	EUR	Italy
NA20755	TSI	EUR	Italy
NA20756	TSI	EUR	Italy
NA20757	TSI	EUR	Italy
NA20758	TSI	EUR	Italy
NA20759	TSI	EUR	Italy
NA20760	TSI	EUR	Italy
NA20761	TSI	EUR	Italy
NA20762	TSI	EUR	Italy
NA20763	TSI	EUR	Italy
NA20764	TSI	EUR	Italy
NA20765	TSI	EUR	Italy
NA20766	TSI	EUR	Italy
NA20767	TSI	EUR	Italy
NA20768	TSI	EUR	Italy
NA20769	TSI	EUR	Italy
NA20770	TSI	EUR	Italy
NA20771	TSI	EUR	Italy
NA20772	TSI	EUR	Italy
NA20773	TSI	EUR	Italy
NA20774	TSI	EUR	Italy
NA20775	TSI	EUR	Italy
NA20778	TSI	EUR	Italy
NA20783	TSI	EUR	Italy
NA20785	TSI	EUR	Italy
NA20786	TSI	EUR	Italy
NA20787	TSI	EUR	Italy
NA20790	TSI	EUR	Italy
NA20792	TSI	EUR	Italy
NA20795	TSI	EUR	Italy
NA20796	TSI	EUR	Italy
NA20797	TSI	EUR	Italy
NA20798	TSI	EUR	Italy
NA20799	TSI	EUR	Italy
NA20800	TSI	EUR	Italy
NA20801	TSI	EUR	Italy
NA20802	TSI	EUR	Italy
NA20803	TSI	EUR	Italy
NA20804	TSI	EUR	Italy
NA20805	TSI	EUR	Italy
NA20806	TSI	EUR	Italy
NA20807	TSI	EUR	Italy
NA20808	TSI	EUR	Italy
NA20809	TSI	EUR	Italy
NA20810	TSI	EUR	Italy
NA20811	TSI	EUR	Italy
NA20812	TSI	EUR	Italy
NA20813	TSI	EUR	Italy
NA20814	TSI	EUR	Italy
NA20815	TSI	EUR	Italy
NA20818	TSI	EUR	Italy
NA20819	TSI	EUR	Italy
NA20821	TSI	EUR	Italy
NA20822	TSI	EUR	Italy
NA20826	TSI	EUR	Italy
NA20827	TSI	EUR	Italy
NA20828	TSI	EUR	Italy
NA20832	TSI	EUR	Italy
NA20845	GIH	SAS	USA
NA20846	GIH	SAS	USA
NA20847	GIH	SAS	USA
NA20849	GIH	SAS	USA
NA20850	GIH	SAS	USA
NA20851	GIH	SAS	USA
NA20852	GIH	SAS	USA
NA20853	GIH	SAS	USA
NA20854	GIH	SAS	USA
NA20856	GIH	SAS	USA
NA20858	GIH	SAS	USA
NA20859	GIH	SAS	USA
NA20861	GIH	SAS	USA
NA20862	GIH	SAS	USA
NA20863	GIH	SAS	USA
NA20864	GIH	SAS	USA
NA20866	GIH	SAS	USA
NA20867	GIH	SAS	USA
NA20868	GIH	SAS	USA
NA20869	GIH	SAS	USA
NA20870	GIH	SAS	USA
NA20872	GIH	SAS	USA
NA20874	GIH	SAS	USA
NA20875	GIH	SAS	USA
NA20876	GIH	SAS	USA
NA20877	GIH	SAS	USA
NA20878	GIH	SAS	USA
NA20881	GIH	SAS	USA
NA20882	GIH	SAS	USA
NA20884	GIH	SAS	USA
NA20885	GIH	SAS	USA
NA20886	GIH	SAS	USA
NA20887	GIH	SAS	USA
NA20888	GIH	SAS	USA
NA20889	GIH	SAS	USA
NA20890	GIH	SAS	USA
NA20891	GIH	SAS	USA
