subject_id	population_descriptor	population_label	country_of_recruitment
HG02885	population | superpopulation	GWD | AFR	Gambia
HG02887	population | superpopulation	GWD | AFR	Gambia
HG02888	population | superpopulation	GWD | AFR	Gambia
HG02890	population | superpopulation	GWD | AFR	Gambia
HG02891	population | superpopulation	GWD | AFR	Gambia
HG02895	population | superpopulation	GWD | AFR	Gambia
HG02896	population | superpopulation	GWD | AFR	Gambia
HG02922	population | superpopulation	ESN | AFR	Nigeria
HG02923	population | superpopulation	ESN | AFR	Nigeria
HG02938	population | superpopulation	ESN | AFR	Nigeria
HG02941	population | superpopulation	ESN | AFR	Nigeria
HG02943	population | superpopulation	ESN | AFR	Nigeria
HG02944	population | superpopulation	ESN | AFR	Nigeria
HG02946	population | superpopulation	ESN | AFR	Nigeria
HG02947	population | superpopulation	ESN | AFR	Nigeria
HG02952	population | superpopulation	ESN | AFR	Nigeria
HG02953	population | superpopulation	ESN | AFR	Nigeria
HG02968	population | superpopulation	ESN | AFR	Nigeria
HG02970	population | superpopulation	ESN | AFR	Nigeria
HG02971	population | superpopulation	ESN | AFR	Nigeria
HG02973	population | superpopulation	ESN | AFR	Nigeria
HG02974	population | superpopulation	ESN | AFR	Nigeria
HG02976	population | superpopulation	ESN | AFR	Nigeria
HG02977	population | superpopulation	ESN | AFR	Nigeria
HG02979	population | superpopulation	ESN | AFR	Nigeria
HG02981	population | superpopulation	ESN | AFR	Nigeria
HG02982	population | superpopulation	GWD | AFR	Gambia
HG02983	population | superpopulation	GWD | AFR	Gambia
HG03006	population | superpopulation	BEB | SAS	Bangladesh
HG03007	population | superpopulation	BEB | SAS	Bangladesh
HG03009	population | superpopulation	BEB | SAS	Bangladesh
HG03012	population | superpopulation	BEB | SAS	Bangladesh
HG03015	population | superpopulation	PJL | SAS	Pakistan
HG03016	population | superpopulation	PJL | SAS	Pakistan
HG03018	population | superpopulation	PJL | SAS	Pakistan
HG03019	population | superpopulation	PJL | SAS	Pakistan
HG03021	population | superpopulation	PJL | SAS	Pakistan
HG03022	population | superpopulation	PJL | SAS	Pakistan
HG03024	population | superpopulation	GWD | AFR	Gambia
HG03025	population | superpopulation	GWD | AFR	Gambia
HG03027	population | superpopulation	GWD | AFR	Gambia
HG03028	population | superpopulation	GWD | AFR	Gambia
HG03039	population | superpopulation	GWD | AFR	Gambia
HG03040	population | superpopulation	GWD | AFR	Gambia
HG03045	population | superpopulation	GWD | AFR	Gambia
HG03046	population | superpopulation	GWD | AFR	Gambia
HG03048	population | superpopulation	GWD | AFR	Gambia
HG03049	population | superpopulation	GWD | AFR	Gambia
HG03052	population | superpopulation	MSL | AFR	Sierra Leone
HG03054	population | superpopulation	MSL | AFR	Sierra Leone
HG03055	population | superpopulation	MSL | AFR	Sierra Leone
HG03057	population | superpopulation	MSL | AFR	Sierra Leone
HG03058	population | superpopulation	MSL | AFR	Sierra Leone
HG03060	population | superpopulation	MSL | AFR	Sierra Leone
HG03061	population | superpopulation	MSL | AFR	Sierra Leone
HG03063	population | superpopulation	MSL | AFR	Sierra Leone
HG03064	population | superpopulation	MSL | AFR	Sierra Leone
HG03066	population | superpopulation	MSL | AFR	Sierra Leone
HG03069	population | superpopulation	MSL | AFR	Sierra Leone
HG03072	population | superpopulation	MSL | AFR	Sierra Leone
HG03073	population | superpopulation	MSL | AFR	Sierra Leone
HG03074	population | superpopulation	MSL | AFR	Sierra Leone
HG03077	population | superpopulation	MSL | AFR	Sierra Leone
HG03078	population | superpopulation	MSL | AFR	Sierra Leone
HG03079	population | superpopulation	MSL | AFR	Sierra Leone
HG03081	population | superpopulation	MSL | AFR	Sierra Leone
HG03082	population | superpopulation	MSL | AFR	Sierra Leone
HG03084	population | superpopulation	MSL | AFR	Sierra Leone
HG03085	population | superpopulation	MSL | AFR	Sierra Leone
HG03086	population | superpopulation	MSL | AFR	Sierra Leone
HG03088	population | superpopulation	MSL | AFR	Sierra Leone
HG03091	population | superpopulation	MSL | AFR	Sierra Leone
HG03095	population | superpopulation	MSL | AFR	Sierra Leone
HG03096	population | superpopulation	MSL | AFR	Sierra Leone
HG03097	population | superpopulation	MSL | AFR	Sierra Leone
HG03099	population | superpopulation	ESN | AFR	Nigeria
HG03100	population | superpopulation	ESN | AFR	Nigeria
HG03103	population | superpopulation	ESN | AFR	Nigeria
HG03105	population | superpopulation	ESN | AFR	Nigeria
HG03108	population | superpopulation	ESN | AFR	Nigeria
HG03109	population | superpopulation	ESN | AFR	Nigeria
HG03111	population | superpopulation	ESN | AFR	Nigeria
HG03112	population | superpopulation	ESN | AFR	Nigeria
HG03114	population | superpopulation	ESN | AFR	Nigeria
HG03115	population | superpopulation	ESN | AFR	Nigeria
HG03117	population | superpopulation	ESN | AFR	Nigeria
HG03118	population | superpopulation	ESN | AFR	Nigeria
HG03120	population | superpopulation	ESN | AFR	Nigeria
HG03121	population | superpopulation	ESN | AFR	Nigeria
HG03123	population | superpopulation	ESN | AFR	Nigeria
HG03124	population | superpopulation	ESN | AFR	Nigeria
HG03126	population | superpopulation	ESN | AFR	Nigeria
HG03127	population | superpopulation	ESN | AFR	Nigeria
HG03129	population | superpopulation	ESN | AFR	Nigeria
HG03130	population | superpopulation	ESN | AFR	Nigeria
HG03132	population | superpopulation	ESN | AFR	Nigeria
HG03133	population | superpopulation	ESN | AFR	Nigeria
HG03135	population | superpopulation	ESN | AFR	Nigeria
HG03136	population | superpopulation	ESN | AFR	Nigeria
HG03139	population | superpopulation	ESN | AFR	Nigeria
HG03157	population | superpopulation	ESN | AFR	Nigeria
HG03159	population | superpopulation	ESN | AFR	Nigeria
HG03160	population | superpopulation	ESN | AFR	Nigeria
HG03162	population | superpopulation	ESN | AFR	Nigeria
HG03163	population | superpopulation	ESN | AFR	Nigeria
HG03166	population | superpopulation	ESN | AFR	Nigeria
HG03168	population | superpopulation	ESN | AFR	Nigeria
HG03169	population | superpopulation	ESN | AFR	Nigeria
HG03172	population | superpopulation	ESN | AFR	Nigeria
HG03175	population | superpopulation	ESN | AFR	Nigeria
HG03189	population | superpopulation	ESN | AFR	Nigeria
HG03190	population | superpopulation	ESN | AFR	Nigeria
HG03193	population | superpopulation	ESN | AFR	Nigeria
HG03195	population | superpopulation	ESN | AFR	Nigeria
HG03196	population | superpopulation	ESN | AFR	Nigeria
HG03198	population | superpopulation	ESN | AFR	Nigeria
HG03199	population | superpopulation	ESN | AFR	Nigeria
HG03202	population | superpopulation	ESN | AFR	Nigeria
HG03209	population | superpopulation	MSL | AFR	Sierra Leone
HG03212	population | superpopulation	MSL | AFR	Sierra Leone
HG03224	population | superpopulation	MSL | AFR	Sierra Leone
HG03225	population | superpopulation	MSL | AFR	Sierra Leone
HG03228	population | superpopulation	PJL | SAS	Pakistan
HG03229	population | superpopulation	PJL | SAS	Pakistan
HG03234	population | superpopulation	PJL | SAS	Pakistan
HG03235	population | superpopulation	PJL | SAS	Pakistan
HG03237	population | superpopulation	PJL | SAS	Pakistan
HG03238	population | superpopulation	PJL | SAS	Pakistan
HG03240	population | superpopulation	GWD | AFR	Gambia
HG03241	population | superpopulation	GWD | AFR	Gambia
HG03246	population | superpopulation	GWD | AFR	Gambia
HG03247	population | superpopulation	GWD | AFR	Gambia
HG03258	population | superpopulation	GWD | AFR	Gambia
HG03259	population | superpopulation	GWD | AFR	Gambia
HG03265	population | superpopulation	ESN | AFR	Nigeria
HG03267	population | superpopulation	ESN | AFR	Nigeria
HG03268	population | superpopulation	ESN | AFR	Nigeria
HG03270	population | superpopulation	ESN | AFR	Nigeria
HG03271	population | superpopulation	ESN | AFR	Nigeria
HG03279	population | superpopulation	ESN | AFR	Nigeria
HG03280	population | superpopulation	ESN | AFR	Nigeria
HG03291	population | superpopulation	ESN | AFR	Nigeria
HG03294	population | superpopulation	ESN | AFR	Nigeria
HG03295	population | superpopulation	ESN | AFR	Nigeria
HG03297	population | superpopulation	ESN | AFR	Nigeria
HG03298	population | superpopulation	ESN | AFR	Nigeria
HG03300	population | superpopulation	ESN | AFR	Nigeria
HG03301	population | superpopulation	ESN | AFR	Nigeria
HG03303	population | superpopulation	ESN | AFR	Nigeria
HG03304	population | superpopulation	ESN | AFR	Nigeria
HG03311	population | superpopulation	ESN | AFR	Nigeria
HG03313	population | superpopulation	ESN | AFR	Nigeria
HG03342	population | superpopulation	ESN | AFR	Nigeria
HG03343	population | superpopulation	ESN | AFR	Nigeria
HG03351	population | superpopulation	ESN | AFR	Nigeria
HG03352	population | superpopulation	ESN | AFR	Nigeria
HG03354	population | superpopulation	ESN | AFR	Nigeria
HG03363	population | superpopulation	ESN | AFR	Nigeria
HG03366	population | superpopulation	ESN | AFR	Nigeria
HG03367	population | superpopulation	ESN | AFR	Nigeria
HG03369	population | superpopulation	ESN | AFR	Nigeria
HG03370	population | superpopulation	ESN | AFR	Nigeria
HG03372	population | superpopulation	ESN | AFR	Nigeria
HG03376	population | superpopulation	MSL | AFR	Sierra Leone
HG03378	population | superpopulation	MSL | AFR	Sierra Leone
HG03380	population | superpopulation	MSL | AFR	Sierra Leone
HG03382	population | superpopulation	MSL | AFR	Sierra Leone
HG03385	population | superpopulation	MSL | AFR	Sierra Leone
HG03388	population | superpopulation	MSL | AFR	Sierra Leone
HG03391	population | superpopulation	MSL | AFR	Sierra Leone
HG03394	population | superpopulation	MSL | AFR	Sierra Leone
HG03397	population | superpopulation	MSL | AFR	Sierra Leone
HG03401	population | superpopulation	MSL | AFR	Sierra Leone
HG03410	population | superpopulation	MSL | AFR	Sierra Leone
HG03419	population | superpopulation	MSL | AFR	Sierra Leone
HG03428	population | superpopulation	MSL | AFR	Sierra Leone
HG03432	population | superpopulation	MSL | AFR	Sierra Leone
HG03433	population | superpopulation	MSL | AFR	Sierra Leone
HG03436	population | superpopulation	MSL | AFR	Sierra Leone
HG03437	population | superpopulation	MSL | AFR	Sierra Leone
HG03439	population | superpopulation	MSL | AFR	Sierra Leone
HG03442	population | superpopulation	MSL | AFR	Sierra Leone
HG03445	population | superpopulation	MSL | AFR	Sierra Leone
HG03446	population | superpopulation	MSL | AFR	Sierra Leone
HG03449	population | superpopulation	MSL | AFR	Sierra Leone
HG03451	population | superpopulation	MSL | AFR	Sierra Leone
HG03452	population | superpopulation	MSL | AFR	Sierra Leone
HG03455	population | superpopulation	MSL | AFR	Sierra Leone
HG03457	population | superpopulation	MSL | AFR	Sierra Leone
HG03458	population | superpopulation	MSL | AFR	Sierra Leone
HG03460	population | superpopulation	MSL | AFR	Sierra Leone
HG03461	population | superpopulation	MSL | AFR	Sierra Leone
HG03464	population | superpopulation	MSL | AFR	Sierra Leone
HG03469	population | superpopulation	MSL | AFR	Sierra Leone
HG03470	population | superpopulation	MSL | AFR	Sierra Leone
HG03472	population | superpopulation	MSL | AFR	Sierra Leone
HG03473	population | superpopulation	MSL | AFR	Sierra Leone
HG03476	population | superpopulation	MSL | AFR	Sierra Leone
HG03478	population | superpopulation	MSL | AFR	Sierra Leone
HG03479	population | superpopulation	MSL | AFR	Sierra Leone
HG03484	population | superpopulation	MSL | AFR	Sierra Leone
HG03485	population | superpopulation	MSL | AFR	Sierra Leone
HG03488	population | superpopulation	PJL | SAS	Pakistan
HG03490	population | superpopulation	PJL | SAS	Pakistan
HG03491	population | superpopulation	PJL | SAS	Pakistan
HG03499	population | superpopulation	ESN | AFR	Nigeria
HG03511	population | superpopulation	ESN | AFR	Nigeria
HG03514	population | superpopulation	ESN | AFR	Nigeria
HG03515	population | superpopulation	ESN | AFR	Nigeria
HG03517	population | superpopulation	ESN | AFR	Nigeria
HG03518	population | superpopulation	ESN | AFR	Nigeria
HG03520	population | superpopulation	ESN | AFR	Nigeria
HG03521	population | superpopulation	ESN | AFR	Nigeria
HG03538	population | superpopulation	GWD | AFR	Gambia
HG03539	population | superpopulation	GWD | AFR	Gambia
HG03547	population | superpopulation	MSL | AFR	Sierra Leone
HG03548	population | superpopulation	MSL | AFR	Sierra Leone
HG03556	population | superpopulation	MSL | AFR	Sierra Leone
HG03557	population | superpopulation	MSL | AFR	Sierra Leone
HG03558	population | superpopulation	MSL | AFR	Sierra Leone
HG03559	population | superpopulation	MSL | AFR	Sierra Leone
HG03563	population | superpopulation	MSL | AFR	Sierra Leone
HG03565	population | superpopulation	MSL | AFR	Sierra Leone
HG03567	population | superpopulation	MSL | AFR	Sierra Leone
HG03571	population | superpopulation	MSL | AFR	Sierra Leone
HG03572	population | superpopulation	MSL | AFR	Sierra Leone
HG03575	population | superpopulation	MSL | AFR	Sierra Leone
HG03577	population | superpopulation	MSL | AFR	Sierra Leone
HG03578	population | superpopulation	MSL | AFR	Sierra Leone
HG03583	population | superpopulation	MSL | AFR	Sierra Leone
HG03585	population | superpopulation	BEB | SAS	Bangladesh
HG03589	population | superpopulation	BEB | SAS	Bangladesh
HG03593	population | superpopulation	BEB | SAS	Bangladesh
HG03594	population | superpopulation	BEB | SAS	Bangladesh
HG03595	population | superpopulation	BEB | SAS	Bangladesh
HG03598	population | superpopulation	BEB | SAS	Bangladesh
HG03600	population | superpopulation	BEB | SAS	Bangladesh
HG03603	population | superpopulation	BEB | SAS	Bangladesh
HG03604	population | superpopulation	BEB | SAS	Bangladesh
HG03607	population | superpopulation	BEB | SAS	Bangladesh
HG03611	population | superpopulation	BEB | SAS	Bangladesh
HG03615	population | superpopulation	BEB | SAS	Bangladesh
HG03616	population | superpopulation	BEB | SAS	Bangladesh
HG03619	population | superpopulation	PJL | SAS	Pakistan
HG03624	population | superpopulation	PJL | SAS	Pakistan
HG03625	population | superpopulation	PJL | SAS	Pakistan
HG03629	population | superpopulation	PJL | SAS	Pakistan
HG03631	population | superpopulation	PJL | SAS	Pakistan
HG03634	population | superpopulation	PJL | SAS	Pakistan
HG03636	population | superpopulation	PJL | SAS	Pakistan
HG03640	population | superpopulation	PJL | SAS	Pakistan
HG03642	population | superpopulation	STU | SAS	UK
HG03643	population | superpopulation	STU | SAS	UK
HG03644	population | superpopulation	STU | SAS	UK
HG03645	population | superpopulation	STU | SAS	UK
HG03646	population | superpopulation	STU | SAS	UK
HG03649	population | superpopulation	PJL | SAS	Pakistan
HG03652	population | superpopulation	PJL | SAS	Pakistan
HG03653	population | superpopulation	PJL | SAS	Pakistan
HG03660	population | superpopulation	PJL | SAS	Pakistan
HG03663	population | superpopulation	PJL | SAS	Pakistan
HG03667	population | superpopulation	PJL | SAS	Pakistan
HG03668	population | superpopulation	PJL | SAS	Pakistan
HG03672	population | superpopulation	STU | SAS	UK
HG03673	population | superpopulation	STU | SAS	UK
HG03679	population | superpopulation	STU | SAS	UK
HG03680	population | superpopulation	STU | SAS	UK
HG03681	population | superpopulation	STU | SAS	UK
HG03684	population | superpopulation	STU | SAS	UK
HG03685	population | superpopulation	STU | SAS	UK
HG03686	population | superpopulation	STU | SAS	UK
HG03687	population | superpopulation	STU | SAS	UK
HG03689	population | superpopulation	STU | SAS	UK
HG03690	population | superpopulation	STU | SAS	UK
HG03691	population | superpopulation	STU | SAS	UK
HG03692	population | superpopulation	STU | SAS	UK
HG03693	population | superpopulation	STU | SAS	UK
HG03694	population | superpopulation	STU | SAS	UK
HG03695	population | superpopulation	STU | SAS	UK
HG03696	population | superpopulation	STU | SAS	UK
HG03697	population | superpopulation	STU | SAS	UK
HG03698	population | superpopulation	STU | SAS	UK
HG03702	population | superpopulation	PJL | SAS	Pakistan
HG03703	population | superpopulation	PJL | SAS	Pakistan
HG03705	population | superpopulation	PJL | SAS	Pakistan
HG03706	population | superpopulation	PJL | SAS	Pakistan
HG03708	population | superpopulation	PJL | SAS	Pakistan
HG03709	population | superpopulation	PJL | SAS	Pakistan
HG03711	population | superpopulation	STU | SAS	UK
HG03713	population | superpopulation	ITU | SAS	UK
HG03714	population | superpopulation	ITU | SAS	UK
HG03716	population | superpopulation	ITU | SAS	UK
HG03717	population | superpopulation	ITU | SAS	UK
HG03718	population | superpopulation	ITU | SAS	UK
HG03720	population | superpopulation	ITU | SAS	UK
HG03722	population | superpopulation	ITU | SAS	UK
HG03727	population | superpopulation	ITU | SAS	UK
HG03729	population | superpopulation	ITU | SAS	UK
HG03730	population | superpopulation	ITU | SAS	UK
HG03731	population | superpopulation	ITU | SAS	UK
HG03733	population | superpopulation	STU | SAS	UK
HG03736	population | superpopulation	STU | SAS	UK
HG03738	population | superpopulation	STU | SAS	UK
HG03740	population | superpopulation	STU | SAS	UK
HG03741	population | superpopulation	STU | SAS	UK
HG03742	population | superpopulation	ITU | SAS	UK
HG03743	population | superpopulation	STU | SAS	UK
HG03744	population | superpopulation	STU | SAS	UK
HG03745	population | superpopulation	STU | SAS	UK
HG03746	population | superpopulation	STU | SAS	UK
HG03750	population | superpopulation	STU | SAS	UK
HG03752	population | superpopulation	STU | SAS	UK
HG03753	population | superpopulation	STU | SAS	UK
HG03754	population | superpopulation	STU | SAS	UK
HG03755	population | superpopulation	STU | SAS	UK
HG03756	population | superpopulation	STU | SAS	UK
HG03757	population | superpopulation	STU | SAS	UK
HG03760	population | superpopulation	STU | SAS	UK
HG03762	population | superpopulation	PJL | SAS	Pakistan
HG03765	population | superpopulation	PJL | SAS	Pakistan
HG03767	population | superpopulation	PJL | SAS	Pakistan
HG03770	population | superpopulation	ITU | SAS	UK
HG03771	population | superpopulation	ITU | SAS	UK
HG03772	population | superpopulation	ITU | SAS	UK
HG03773	population | superpopulation	ITU | SAS	UK
HG03774	population | superpopulation	ITU | SAS	UK
HG03775	population | superpopulation	ITU | SAS	UK
HG03777	population | superpopulation	ITU | SAS	UK
HG03778	population | superpopulation	ITU | SAS	UK
HG03779	population | superpopulation	ITU | SAS	UK
HG03780	population | superpopulation	ITU | SAS	UK
HG03781	population | superpopulation	ITU | SAS	UK
HG03782	population | superpopulation	ITU | SAS	UK
HG03784	population | superpopulation	ITU | SAS	UK
HG03785	population | superpopulation	ITU | SAS	UK
HG03786	population | superpopulation	ITU | SAS	UK
HG03787	population | superpopulation	ITU | SAS	UK
HG03788	population | superpopulation	ITU | SAS	UK
HG03789	population | superpopulation	ITU | SAS	UK
HG03790	population | superpopulation	ITU | SAS	UK
HG03792	population | superpopulation	ITU | SAS	UK
HG03793	population | superpopulation	BEB | SAS	Bangladesh
HG03796	population | superpopulation	BEB | SAS	Bangladesh
HG03800	population | superpopulation	BEB | SAS	Bangladesh
HG03802	population | superpopulation	BEB | SAS	Bangladesh
HG03803	population | superpopulation	BEB | SAS	Bangladesh
HG03805	population | superpopulation	BEB | SAS	Bangladesh
HG03808	population | superpopulation	BEB | SAS	Bangladesh
HG03809	population | superpopulation	BEB | SAS	Bangladesh
HG03812	population | superpopulation	BEB | SAS	Bangladesh
HG03814	population | superpopulation	BEB | SAS	Bangladesh
HG03815	population | superpopulation	BEB | SAS	Bangladesh
HG03817	population | superpopulation	BEB | SAS	Bangladesh
HG03821	population | superpopulation	BEB | SAS	Bangladesh
HG03823	population | superpopulation	BEB | SAS	Bangladesh
HG03824	population | superpopulation	BEB | SAS	Bangladesh
HG03826	population | superpopulation	BEB | SAS	Bangladesh
HG03829	population | superpopulation	BEB | SAS	Bangladesh
HG03830	population | superpopulation	BEB | SAS	Bangladesh
HG03832	population | superpopulation	BEB | SAS	Bangladesh
HG03833	population | superpopulation	BEB | SAS	Bangladesh
HG03836	population | superpopulation	STU | SAS	UK
HG03837	population | superpopulation	STU | SAS	UK
HG03838	population | superpopulation	STU | SAS	UK
HG03844	population | superpopulation	STU | SAS	UK
HG03846	population | superpopulation	STU | SAS	UK
HG03848	population | superpopulation	STU | SAS	UK
HG03849	population | superpopulation	STU | SAS	UK
HG03850	population | superpopulation	STU | SAS	UK
HG03851	population | superpopulation	STU | SAS	UK
HG03854	population | superpopulation	STU | SAS	UK
HG03856	population | superpopulation	STU | SAS	UK
HG03857	population | superpopulation	STU | SAS	UK
HG03858	population | superpopulation	STU | SAS	UK
HG03861	population | superpopulation	ITU | SAS	UK
HG03862	population | superpopulation	ITU | SAS	UK
HG03863	population | superpopulation	ITU | SAS	UK
HG03864	population | superpopulation	ITU | SAS	UK
HG03866	population | superpopulation	ITU | SAS	UK
HG03867	population | superpopulation	ITU | SAS	UK
HG03868	population | superpopulation	ITU | SAS	UK
HG03869	population | superpopulation	ITU | SAS	UK
HG03870	population | superpopulation	ITU | SAS	UK
HG03871	population | superpopulation	ITU | SAS	UK
HG03872	population | superpopulation	ITU | SAS	UK
HG03873	population | superpopulation	ITU | SAS	UK
HG03874	population | superpopulation	ITU | SAS	UK
HG03875	population | superpopulation	ITU | SAS	UK
HG03882	population | superpopulation	ITU | SAS	UK
HG03884	population | superpopulation	STU | SAS	UK
HG03885	population | superpopulation	STU | SAS	UK
HG03886	population | superpopulation	STU | SAS	UK
HG03887	population | superpopulation	STU | SAS	UK
HG03888	population | superpopulation	STU | SAS	UK
HG03890	population | superpopulation	STU | SAS	UK
HG03894	population | superpopulation	STU | SAS	UK
HG03895	population | superpopulation	STU | SAS	UK
HG03896	population | superpopulation	STU | SAS	UK
HG03897	population | superpopulation	STU | SAS	UK
HG03898	population | superpopulation	STU | SAS	UK
HG03899	population | superpopulation	STU | SAS	UK
HG03900	population | superpopulation	STU | SAS	UK
HG03902	population | superpopulation	BEB | SAS	Bangladesh
HG03905	population | superpopulation	BEB | SAS	Bangladesh
HG03907	population | superpopulation	BEB | SAS	Bangladesh
HG03908	population | superpopulation	BEB | SAS	Bangladesh
HG03910	population | superpopulation	BEB | SAS	Bangladesh
HG03911	population | superpopulation	BEB | SAS	Bangladesh
HG03913	population | superpopulation	BEB | SAS	Bangladesh
HG03914	population | superpopulation	BEB | SAS	Bangladesh
HG03916	population | superpopulation	BEB | SAS	Bangladesh
HG03917	population | superpopulation	BEB | SAS	Bangladesh
HG03919	population | superpopulation	BEB | SAS	Bangladesh
HG03920	population | superpopulation	BEB | SAS	Bangladesh
HG03922	population | superpopulation	BEB | SAS	Bangladesh
HG03925	population | superpopulation	BEB | SAS	Bangladesh
HG03926	population | superpopulation	BEB | SAS	Bangladesh
HG03928	population | superpopulation	BEB | SAS	Bangladesh
HG03931	population | superpopulation	BEB | SAS	Bangladesh
HG03934	population | superpopulation	BEB | SAS	Bangladesh
HG03937	population | superpopulation	BEB | SAS	Bangladesh
HG03940	population | superpopulation	BEB | SAS	Bangladesh
HG03941	population | superpopulation	BEB | SAS	Bangladesh
HG03943	population | superpopulation	STU | SAS	UK
HG03944	population | superpopulation	STU | SAS	UK
HG03945	population | superpopulation	STU | SAS	UK
HG03947	population | superpopulation	STU | SAS	UK
HG03949	population | superpopulation	STU | SAS	UK
HG03950	population | superpopulation	STU | SAS	UK
HG03951	population | superpopulation	STU | SAS	UK
HG03953	population | superpopulation	STU | SAS	UK
HG03955	population | superpopulation	STU | SAS	UK
HG03960	population | superpopulation	ITU | SAS	UK
HG03963	population | superpopulation	ITU | SAS	UK
HG03965	population | superpopulation	ITU | SAS	UK
HG03967	population | superpopulation	ITU | SAS	UK
HG03968	population | superpopulation	ITU | SAS	UK
HG03969	population | superpopulation	ITU | SAS	UK
HG03971	population | superpopulation	ITU | SAS	UK
HG03973	population | superpopulation	ITU | SAS	UK
HG03974	population | superpopulation	ITU | SAS	UK
HG03976	population | superpopulation	ITU | SAS	UK
HG03977	population | superpopulation	ITU | SAS	UK
HG03978	population | superpopulation	ITU | SAS	UK
HG03985	population | superpopulation	STU | SAS	UK
HG03986	population | superpopulation	STU | SAS	UK
HG03989	population | superpopulation	STU | SAS	UK
HG03990	population | superpopulation	STU | SAS	UK
HG03991	population | superpopulation	STU | SAS	UK
HG03995	population | superpopulation	STU | SAS	UK
HG03998	population | superpopulation	STU | SAS	UK
HG03999	population | superpopulation	STU | SAS	UK
HG04001	population | superpopulation	ITU | SAS	UK
HG04002	population | superpopulation	ITU | SAS	UK
HG04003	population | superpopulation	STU | SAS	UK
HG04006	population | superpopulation	STU | SAS	UK
HG04014	population | superpopulation	ITU | SAS	UK
HG04015	population | superpopulation	ITU | SAS	UK
HG04017	population | superpopulation	ITU | SAS	UK
HG04018	population | superpopulation	ITU | SAS	UK
HG04019	population | superpopulation	ITU | SAS	UK
HG04020	population | superpopulation	ITU | SAS	UK
HG04022	population | superpopulation	ITU | SAS	UK
HG04023	population | superpopulation	ITU | SAS	UK
HG04025	population | superpopulation	ITU | SAS	UK
HG04026	population | superpopulation	ITU | SAS	UK
HG04029	population | superpopulation	STU | SAS	UK
HG04033	population | superpopulation	STU | SAS	UK
HG04035	population | superpopulation	STU | SAS	UK
HG04038	population | superpopulation	STU | SAS	UK
HG04039	population | superpopulation	STU | SAS	UK
HG04042	population | superpopulation	STU | SAS	UK
HG04047	population | superpopulation	STU | SAS	UK
HG04054	population | superpopulation	ITU | SAS	UK
HG04056	population | superpopulation	ITU | SAS	UK
HG04059	population | superpopulation	ITU | SAS	UK
HG04060	population | superpopulation	ITU | SAS	UK
HG04061	population | superpopulation	ITU | SAS	UK
HG04062	population | superpopulation	ITU | SAS	UK
HG04063	population | superpopulation	ITU | SAS	UK
HG04070	population | superpopulation	ITU | SAS	UK
HG04075	population | superpopulation	STU | SAS	UK
HG04076	population | superpopulation	ITU | SAS	UK
HG04080	population | superpopulation	ITU | SAS	UK
HG04090	population | superpopulation	ITU | SAS	UK
HG04093	population | superpopulation	ITU | SAS	UK
HG04094	population | superpopulation	ITU | SAS	UK
HG04096	population | superpopulation	ITU | SAS	UK
HG04098	population | superpopulation	ITU | SAS	UK
HG04099	population | superpopulation	STU | SAS	UK
HG04100	population | superpopulation	STU | SAS	UK
HG04106	population | superpopulation	STU | SAS	UK
HG04107	population | superpopulation	STU | SAS	UK
HG04118	population | superpopulation	ITU | SAS	UK
HG04131	population | superpopulation	BEB | SAS	Bangladesh
HG04134	population | superpopulation	BEB | SAS	Bangladesh
HG04140	population | superpopulation	BEB | SAS	Bangladesh
HG04141	population | superpopulation	BEB | SAS	Bangladesh
HG04144	population | superpopulation	BEB | SAS	Bangladesh
HG04146	population | superpopulation	BEB | SAS	Bangladesh
HG04152	population | superpopulation	BEB | SAS	Bangladesh
HG04153	population | superpopulation	BEB | SAS	Bangladesh
HG04155	population | superpopulation	BEB | SAS	Bangladesh
HG04156	population | superpopulation	BEB | SAS	Bangladesh
HG04158	population | superpopulation	BEB | SAS	Bangladesh
HG04159	population | superpopulation	BEB | SAS	Bangladesh
HG04161	population | superpopulation	BEB | SAS	Bangladesh
HG04162	population | superpopulation	BEB | SAS	Bangladesh
HG04164	population | superpopulation	BEB | SAS	Bangladesh
HG04171	population | superpopulation	BEB | SAS	Bangladesh
HG04173	population | superpopulation	BEB | SAS	Bangladesh
HG04176	population | superpopulation	BEB | SAS	Bangladesh
HG04177	population | superpopulation	BEB | SAS	Bangladesh
HG04180	population | superpopulation	BEB | SAS	Bangladesh
HG04182	population | superpopulation	BEB | SAS	Bangladesh
HG04183	population | superpopulation	BEB | SAS	Bangladesh
HG04185	population | superpopulation	BEB | SAS	Bangladesh
HG04186	population | superpopulation	BEB | SAS	Bangladesh
HG04188	population | superpopulation	BEB | SAS	Bangladesh
HG04189	population | superpopulation	BEB | SAS	Bangladesh
HG04194	population | superpopulation	BEB | SAS	Bangladesh
HG04195	population | superpopulation	BEB | SAS	Bangladesh
HG04198	population | superpopulation	ITU | SAS	UK
HG04200	population | superpopulation	ITU | SAS	UK
HG04202	population | superpopulation	ITU | SAS	UK
HG04206	population | superpopulation	ITU | SAS	UK
HG04209	population | superpopulation	ITU | SAS	UK
HG04210	population | superpopulation	STU | SAS	UK
HG04211	population | superpopulation	ITU | SAS	UK
HG04212	population | superpopulation	ITU | SAS	UK
HG04214	population | superpopulation	ITU | SAS	UK
HG04216	population | superpopulation	ITU | SAS	UK
HG04219	population | superpopulation	ITU | SAS	UK
HG04222	population | superpopulation	ITU | SAS	UK
